lon,lat,name,code,WIND_SPEED,SOLAR_IRRAD
-36.65,-7.9,Camalaú,2503902,2.946459317618157,5.545597929247895
-36.6,-7.9,Congo,2504702,2.942756608995685,5.536240268160573
-36.55,-7.9,Congo,2504702,2.93869663724847,5.527487162453295
-36.5,-7.9,Caraúbas,2504074,2.9028859053690788,5.595372909758567
-36.45,-7.9,Caraúbas,2504074,2.9083623818112714,5.585553181855571
-38.25,-7.85,Manaíra,2509008,2.4461926428781355,5.775693416061326
-38.1,-7.85,São José de Princesa,2514552,2.4595377362306725,5.790129318674096
-37.25,-7.85,Monteiro,2509701,2.941860398950817,5.829796973829143
-37.2,-7.85,Monteiro,2509701,2.929718532203436,5.834422369329707
-37.15,-7.85,Monteiro,2509701,2.918872136525485,5.838702532498438
-37.1,-7.85,Monteiro,2509701,2.9137031392949537,5.776160336309802
-37.05,-7.85,Monteiro,2509701,2.921476488038891,5.763741232695158
-37.0,-7.85,Monteiro,2509701,2.929244601916375,5.750889229470107
-36.95,-7.85,Monteiro,2509701,2.934897467672742,5.738793469046363
-36.9,-7.85,Camalaú,2503902,2.9382000967025634,5.727616495003869
-36.85,-7.85,Camalaú,2503902,2.9392431651846436,5.717354160853739
-36.8,-7.85,Camalaú,2503902,2.9382271442340455,5.707956024646798
-36.75,-7.85,Camalaú,2503902,2.9300240460848856,5.5716327374352295
-36.7,-7.85,Camalaú,2503902,2.928013893243371,5.5608067040533875
-36.65,-7.85,Congo,2504702,2.925092558094213,5.550749477618947
-36.6,-7.85,Congo,2504702,2.9215085181396714,5.5413874687436815
-36.55,-7.85,Caraúbas,2504074,2.8861433778264427,5.60785626613246
-36.5,-7.85,Caraúbas,2504074,2.8890896697568107,5.597776070820786
-36.45,-7.85,Caraúbas,2504074,2.893685336567161,5.588243438664995
-36.25,-7.85,Barra de São Miguel,2501708,2.9223947648948445,5.407407205888965
-38.3,-7.8,Manaíra,2509008,2.4012591965686307,5.667678451490009
-38.25,-7.8,Manaíra,2509008,2.4012143296541115,5.674761420079832
-38.2,-7.8,Manaíra,2509008,2.4190025028275137,5.791107597293437
-38.15,-7.8,Manaíra,2509008,2.4222043972183207,5.795411029678837
-38.1,-7.8,São José de Princesa,2514552,2.427748081661571,5.799358269093074
-38.05,-7.8,São José de Princesa,2514552,2.476953494322932,5.8994831338021925
-38.0,-7.8,Princesa Isabel,2512309,2.4942987919681343,5.904054743663836
-37.25,-7.8,Monteiro,2509701,2.945889883811195,5.834818581625612
-37.2,-7.8,Monteiro,2509701,2.9375856968901704,5.838022343863027
-37.15,-7.8,Monteiro,2509701,2.9338260702315586,5.839606133497676
-37.1,-7.8,Monteiro,2509701,2.9206870917564545,5.774666956455153
-37.05,-7.8,Monteiro,2509701,2.9208011498081823,5.765995577728415
-37.0,-7.8,Monteiro,2509701,2.9239354168684897,5.755144727179956
-36.95,-7.8,Sumé,2516300,2.926836363494311,5.74394570138646
-36.9,-7.8,Sumé,2516300,2.9283461242705697,5.733077318641399
-36.85,-7.8,Sumé,2516300,2.928122071293265,5.722778059821993
-36.8,-7.8,Sumé,2516300,2.926141940790074,5.71312166825728
-36.75,-7.8,Sumé,2516300,2.9225300947248334,5.704115517230699
-36.7,-7.8,Congo,2504702,2.9082056329744015,5.564704410781447
-36.65,-7.8,Congo,2504702,2.9051525985341295,5.55483970753393
-36.6,-7.8,Congo,2504702,2.901420680950351,5.545644994669394
-36.55,-7.8,Caraúbas,2504074,2.8727402246711824,5.609439835550353
-36.5,-7.8,Caraúbas,2504074,2.87450001679016,5.599649793819096
-36.45,-7.8,Caraúbas,2504074,2.87794122770202,5.5904129818708075
-36.4,-7.8,Barra de São Miguel,2501708,2.883481828836135,5.581795983030854
-36.35,-7.8,Barra de São Miguel,2501708,2.8765836869193726,5.409557094974427
-36.3,-7.8,Barra de São Miguel,2501708,2.889717730236107,5.410551121002973
-36.25,-7.8,Barra de São Miguel,2501708,2.9071424947801336,5.411379400160449
-36.2,-7.8,Barra de São Miguel,2501708,2.9285857940051994,5.412129836287588
-36.15,-7.8,Barra de São Miguel,2501708,2.953382094385944,5.4129454982989715
-36.1,-7.8,Alcantil,2500536,2.980624092475415,5.41399886861
