code,name,x,y,WIND_SPEED,SOLAR_IRRAD,n_points,IP_PB,wind_cls,solar_cls,group
2509008,Manaíra,0.2760155211263895,0.8029562118337035,2.382808019167979,5.810887383886358,14,0.8490719910731973,Bad,Good,Bad/Good
2509206,Massaranduba,0.8267153145706089,0.18706942758370657,3.5640195609016923,5.0108400477370205,7,0.8476161761564467,Good,Bad,Good/Bad
2511608,Pilões,0.8432478325170187,0.08003236770169103,3.599480625613708,4.871797098906503,2,0.8470372405771713,Good,Bad,Good/Bad
2506004,Esperança,0.8315528820288435,0.14100461229910013,3.5743957959822326,4.951001074566749,5,0.8434230826222953,Good,Bad,Good/Bad
2501351,Assunção,0.5700837425661289,0.6111093724211375,3.0135632534295835,5.5616750988596495,4,0.8357332939396162,Good,Good,Good/Good
2513505,Santana de Mangueira,0.24045499570222595,0.7946474209426225,2.306533243761891,5.800094124168785,14,0.830230768262005,Bad,Good,Bad/Good
2506806,Ingá,0.8038081745384605,0.20508744011873695,3.5148853892237715,5.0342457503758755,8,0.829559183873766,Good,Bad,Good/Bad
2516755,Tenório,0.5771699746361989,0.5941753539447957,3.028762712750641,5.539677522813593,4,0.8283535059725249,Good,Good,Good/Good
2501203,Areial,0.8075390565799744,0.18332969590661274,3.522887863495136,5.005982073117845,1,0.828087619339455,Good,Bad,Good/Bad
2514107,São João do Tigre,0.5836584085748804,0.5866723419234023,3.0426799379745937,5.529930983458762,33,0.8275515540907717,Good,Good,Good/Good
2514701,São José do Sabugi,0.5592374322842273,0.6047229259095602,2.990298696146787,5.553378996962821,11,0.8236724608656497,Good,Good,Good/Good
2504702,Congo,0.5225087355472736,0.6309759511140629,2.9115182770963455,5.587482120163137,11,0.8192350270877746,Bad,Good,Bad/Good
2508307,Lagoa Seca,0.7941076796009957,0.19600183161572896,3.494078523637352,5.022443391458596,5,0.8179387047927236,Good,Bad,Good/Bad
2504074,Caraúbas,0.5008115936748263,0.6436466107031306,2.8649794646481355,5.603941520999012,17,0.8155324713515376,Bad,Good,Bad/Good
2509156,Marizópolis,0.013567673227314666,0.8124519540010315,1.8198762172460998,5.823222513361467,2,0.8125652338839617,Bad,Good,Bad/Good
2507200,Itatuba,0.7686372677157656,0.25875253048487074,3.439446317760934,5.1039576092590355,10,0.8110216528267796,Good,Bad,Good/Bad
2509503,Montadas,0.7750345955408814,0.2039888377608265,3.4531681269085643,5.0328186473556284,1,0.8014300157944113,Good,Bad,Good/Bad
2511707,Pilõezinhos,0.781212845685149,0.11037136000354665,3.466420030150591,4.911207962385435,1,0.7889710687804218,Good,Bad,Good/Bad
2507606,Juarez Távora,0.7733999302386381,0.1510902791812151,3.449661887129891,4.964102526211228,2,0.7880201295374298,Good,Bad,Good/Bad
2507705,Juazeirinho,0.5848224490618522,0.5265565063595339,3.0451767212939718,5.451839497599338,17,0.7869428513661336,Good,Good,Good/Good
2513943,São Domingos do Cariri,0.46888277407515044,0.6318189581228054,2.7964944376442333,5.588577200507361,7,0.7867949235142508,Bad,Good,Bad/Good
2516003,Solânea,0.7797813611912174,0.0989844860338328,3.4633495986266034,4.896416220754493,7,0.7860387393357976,Good,Bad,Good/Bad
2513158,Santa Cecília,0.6038474161976666,0.502477539978716,3.085983910672743,5.420560513534658,9,0.7855669164569369,Good,Bad,Good/Bad
2502706,Borborema,0.7798276589625371,0.0932858046639507,3.463448904024009,4.889013537394288,1,0.7853874324400614,Good,Bad,Good/Bad
2517001,Umbuzeiro,0.6633247384397244,0.41624937144309176,3.2135584991147303,5.308548666061796,7,0.7831112614775104,Good,Bad,Good/Bad
