lon,lat,name,code,elev,dist_coast
-38.3,-7.4,Diamante,2505600,352.0,349.56081335227753
-38.25,-7.4,Boa Ventura,2502102,329.0,344.03870579897966
-38.2,-7.4,Boa Ventura,2502102,297.0,338.51659833945416
-38.15,-7.4,Boa Ventura,2502102,349.0,332.9944909783652
-38.1,-7.4,Pedra Branca,2511004,296.0,327.4723837206944
-38.05,-7.4,Nova Olinda,2510204,555.0,321.95027657176144
-38.0,-7.4,Santana dos Garrotes,2513604,311.0,316.428169537261
-37.95,-7.4,Santana dos Garrotes,2513604,335.0,310.9060626232896
-37.9,-7.4,Santana dos Garrotes,2513604,390.0,305.38395583638464
-37.85,-7.4,Olho d'Água,2510402,400.0,299.8618491835681
-37.8,-7.4,Olho d'Água,2510402,411.0,294.33974267238585
-37.75,-7.4,Juru,2508000,514.0,288.8176363109619
-37.7,-7.4,Água Branca,2500106,595.0,283.2955301080528
-37.65,-7.4,Imaculada,2506707,705.0,277.7734240731133
-37.6,-7.4,Imaculada,2506707,652.0,272.25131821636506
-37.55,-7.4,Imaculada,2506707,756.0,266.7292125488745
-37.5,-7.4,Imaculada,2506707,805.0,261.20710708264477
-37.05,-7.4,Desterro,2505402,646.0,211.50816954431812
-37.0,-7.4,Livramento,2508505,675.0,205.98606705067127
-36.95,-7.4,São José dos Cordeiros,2514800,584.0,200.46396499412572
-36.9,-7.4,São José dos Cordeiros,2514800,584.0,194.94186341182768
-36.85,-7.4,São José dos Cordeiros,2514800,555.0,189.41976234525535
-36.8,-7.4,São José dos Cordeiros,2514800,525.0,183.89766184086568
-36.75,-7.4,São José dos Cordeiros,2514800,521.0,178.37556195087228
-36.7,-7.4,Serra Branca,2515500,495.0,172.85346273415792
-36.65,-7.4,Serra Branca,2515500,499.0,167.33136425737877
-36.6,-7.4,São João do Cariri,2514008,471.0,161.80926659629108
-36.55,-7.4,São João do Cariri,2514008,450.0,156.28716983735742
-36.5,-7.4,São João do Cariri,2514008,433.0,150.76507407970823
-36.45,-7.4,São João do Cariri,2514008,449.0,145.24297943754866
-36.4,-7.4,São João do Cariri,2514008,435.0,139.72088604313805
