lon,lat,name,code,kappa
-36.7,-8.0,São João do Tigre,2514107,0.22908645610589548
-36.65,-8.0,São João do Tigre,2514107,0.2229831343810552
-37.35,-7.95,Monteiro,2509701,0.35251808994065476
-37.3,-7.95,Monteiro,2509701,0.3384638700272658
-37.25,-7.95,Monteiro,2509701,0.3271001068131642
-37.2,-7.95,Monteiro,2509701,0.3156906959140624
-37.15,-7.95,Monteiro,2509701,0.3030348494304939
-37.1,-7.95,Monteiro,2509701,0.2923368442491019
-37.05,-7.95,Monteiro,2509701,0.2827177961885524
-37.0,-7.95,Monteiro,2509701,0.27279109040265476
-36.95,-7.95,Monteiro,2509701,0.2653310135503399
-36.9,-7.95,Camalaú,2503902,0.2610507950976451
-36.85,-7.95,Camalaú,2503902,0.25580693390726644
-36.8,-7.95,Camalaú,2503902,0.246716730791536
-36.75,-7.95,Camalaú,2503902,0.2399613026417562
-36.7,-7.95,São João do Tigre,2514107,0.2330940356017213
-36.65,-7.95,São João do Tigre,2514107,0.2230899582408515
-36.6,-7.95,São João do Tigre,2514107,0.2173597879511011
-36.55,-7.95,São João do Tigre,2514107,0.2118842300731264
-37.3,-7.9,Monteiro,2509701,0.33856676746706743
-37.25,-7.9,Monteiro,2509701,0.327704079369755
-37.2,-7.9,Monteiro,2509701,0.31680706182948465
-37.15,-7.9,Monteiro,2509701,0.3060926449204518
-37.1,-7.9,Monteiro,2509701,0.29589548341987604
-37.05,-7.9,Monteiro,2509701,0.2858335609225542
-37.0,-7.9,Monteiro,2509701,0.2766484152019843
-36.95,-7.9,Monteiro,2509701,0.2687768187603847
-36.9,-7.9,Camalaú,2503902,0.26132588181453725
-36.85,-7.9,Camalaú,2503902,0.255062164591971
-36.8,-7.9,Camalaú,2503902,0.24837581476229012
-36.75,-7.9,Camalaú,2503902,0.24144106268814913
-36.7,-7.9,Camalaú,2503902,0.23442220192802624
-36.65,-7.9,Camalaú,2503902,0.22749826563265182
-36.6,-7.9,Congo,2504702,0.22090144264272263
-36.55,-7.9,Congo,2504702,0.21294142039210906
-36.5,-7.9,Caraúbas,2504074,0.20952585421811065
-36.45,-7.9,Caraúbas,2504074,0.2077190017320516
-38.25,-7.85,Manaíra,2509008,0.495140054250007
-38.1,-7.85,São José de Princesa,2514552,0.4909328579922208
-37.25,-7.85,Monteiro,2509701,0.3283935170163588
-37.2,-7.85,Monteiro,2509701,0.31820830746302425
-37.15,-7.85,Monteiro,2509701,0.30830677128300155
-37.1,-7.85,Monteiro,2509701,0.2990782966911244
-37.05,-7.85,Monteiro,2509701,0.28899717144116405
-37.0,-7.85,Monteiro,2509701,0.2803200127066425
-36.95,-7.85,Monteiro,2509701,0.2724585840883788
-36.9,-7.85,Camalaú,2503902,0.2634147852643938
-36.85,-7.85,Camalaú,2503902,0.2570669271638539
-36.8,-7.85,Camalaú,2503902,0.2502327149336809
-36.75,-7.85,Camalaú,2503902,0.2431302160657169
-36.7,-7.85,Camalaú,2503902,0.23597569724468234
-36.65,-7.85,Congo,2504702,0.22900079452755612
-36.6,-7.85,Congo,2504702,0.22247620432005932
-36.55,-7.85,Caraúbas,2504074,0.21388744142598023
-36.5,-7.85,Caraúbas,2504074,0.21078516482297566
-36.45,-7.85,Caraúbas,2504074,0.20882367096026144
-36.25,-7.85,Barra de São Miguel,2501708,0.2120198167234564
-38.3,-7.8,Manaíra,2509008,0.49368164740377984
-38.25,-7.8,Manaíra,2509008,0.4918483393780592
-38.2,-7.8,Manaíra,2509008,0.49005811133582144
-38.15,-7.8,Manaíra,2509008,0.4883670261412398
-38.1,-7.8,São José de Princesa,2514552,0.48681128203575513
-38.05,-7.8,São José de Princesa,2514552,0.48540281174647126
-38.0,-7.8,Princesa Isabel,2512309,0.47807817835641486
-37.25,-7.8,Monteiro,2509701,0.32914012731389053
-37.2,-7.8,Monteiro,2509701,0.3196972885958647
-37.15,-7.8,Monteiro,2509701,0.310576468982404
-37.1,-7.8,Monteiro,2509701,0.30214649397600607
-37.05,-7.8,Monteiro,2509701,0.29481316552491904
-37.0,-7.8,Monteiro,2509701,0.2838206917754094
-36.95,-7.8,Sumé,2516300,0.2715774999202173
-36.9,-7.8,Sumé,2516300,0.26583348269078394
-36.85,-7.8,Sumé,2516300,0.25932063725770943
-36.8,-7.8,Sumé,2516300,0.25227879634447525
-36.75,-7.8,Sumé,2516300,0.2449594450206702
-36.7,-7.8,Congo,2504702,0.23761615384902574
-36.65,-7.8,Congo,2504702,0.2305115315767693
-36.6,-7.8,Congo,2504702,0.2239256784834451
-36.55,-7.8,Caraúbas,2504074,0.21814635489898493
-36.5,-7.8,Caraúbas,2504074,0.21165797027810906
-36.45,-7.8,Caraúbas,2504074,0.2090830018584673
-36.4,-7.8,Barra de São Miguel,2501708,0.20984529731607124
-36.35,-7.8,Barra de São Miguel,2501708,0.21071821307242855
-36.3,-7.8,Barra de São Miguel,2501708,0.2116585070892621
-36.25,-7.8,Barra de São Miguel,2501708,0.21262626624184253
-36.2,-7.8,Barra de São Miguel,2501708,0.21358608854805217
-36.15,-7.8,Barra de São Miguel,2501708,0.21450556848098465
-36.1,-7.8,Alcantil,2500536,0.21535427979848426
-36.05,-7.8,Alcantil,2500536,0.21610487003901083
-36.0,-7.8,Santa Cecília,2513158,0.21767462938003143
-35.95,-7.8,Santa Cecília,2513158,0.2190476910447595
-35.9,-7.8,Santa Cecília,2513158,0.21997030841267404
-38.6,-7.75,Santa Inês,2513356,0.4989257991479897
-38.55,-7.75,Santa Inês,2513356,0.49892579914798957
-38.5,-7.75,Santa Inês,2513356,0.49892579914798957
-38.45,-7.75,Santa Inês,2513356,0.4959569137898752
-38.4,-7.75,Santana de Mangueira,2513505,0.49434236606651516
-38.3,-7.75,Manaíra,2509008,0.4905035030030549
-38.25,-7.75,Manaíra,2509008,0.4884322315748429
-38.2,-7.75,Manaíra,2509008,0.4863609601466309
-38.15,-7.75,Manaíra,2509008,0.4843651112575333
-38.1,-7.75,São José de Princesa,2514552,0.4825220970831707
-38.05,-7.75,Princesa Isabel,2512309,0.48090754935981056
-38.0,-7.75,Princesa Isabel,2512309,0.46982692761977773
-37.95,-7.75,Princesa Isabel,2512309,0.4632848646823164
-37.15,-7.75,Prata,2512200,0.3126925077135811
-37.1,-7.75,Prata,2512200,0.30488816309615
-37.05,-7.75,Monteiro,2509701,0.29805127219771255
-37.0,-7.75,Sumé,2516300,0.2924386518148267
-36.95,-7.75,Sumé,2516300,0.2745523848900448
-36.9,-7.75,Sumé,2516300,0.2686100437105594
-36.85,-7.75,Sumé,2516300,0.26182683200103
-36.8,-7.75,Sumé,2516300,0.25448111228638937
-36.75,-7.75,Sumé,2516300,0.24685779999671587
-36.7,-7.75,Congo,2504702,0.23923448770704228
-36.65,-7.75,Congo,2504702,0.23188876799240166
-36.6,-7.75,Caraúbas,2504074,0.2251055562828723
-36.55,-7.75,Caraúbas,2504074,0.21916321510338685
-36.5,-7.75,Caraúbas,2504074,0.20902234955735988
-36.45,-7.75,Caraúbas,2504074,0.2096563453007899
-36.4,-7.75,Barra de São Miguel,2501708,0.21042863336451184
-36.35,-7.75,Barra de São Miguel,2501708,0.21131020399109465
-36.3,-7.75,Barra de São Miguel,2501708,0.2122648801841494
-36.25,-7.75,Barra de São Miguel,2501708,0.21325563330813097
-36.2,-7.75,Barra de São Miguel,2501708,0.2142463864321125
-36.15,-7.75,Riacho de Santo Antônio,2512788,0.21520106262516725
-36.1,-7.75,Alcantil,2500536,0.21608263325175012
-36.05,-7.75,Alcantil,2500536,0.21685492131547202
-36.0,-7.75,Alcantil,2500536,0.21748891705890205
-35.95,-7.75,Santa Cecília,2513158,0.2197622673918122
-35.9,-7.75,Santa Cecília,2513158,0.22057106058329795
-35.85,-7.75,Santa Cecília,2513158,0.22149430199293182
-35.8,-7.75,Umbuzeiro,2517001,0.22249410458122384
-38.65,-7.7,Santa Inês,2513356,0.49658460657663295
-38.6,-7.7,Santa Inês,2513356,0.4965405926660387
-38.55,-7.7,Santa Inês,2513356,0.4965193076289859
-38.5,-7.7,Santa Inês,2513356,0.4938722582886291
-38.45,-7.7,Santa Inês,2513356,0.49339101885383596
-38.4,-7.7,Santana de Mangueira,2513505,0.4916036717375973
-38.35,-7.7,Santana de Mangueira,2513505,0.489569753856041
-38.3,-7.7,Santana de Mangueira,2513505,0.4873514790716055
-38.25,-7.7,Manaíra,2509008,0.4850161237716265
-38.2,-7.7,Manaíra,2509008,0.48263768848816485
-38.15,-7.7,Manaíra,2509008,0.4803064380520949
-38.1,-7.7,São José de Princesa,2514552,0.47814114219275217
-38.05,-7.7,Princesa Isabel,2512309,0.4762902609554286
-38.0,-7.7,Princesa Isabel,2512309,0.4683249795339102
-37.95,-7.7,Princesa Isabel,2512309,0.4590819350949757
-37.9,-7.7,Princesa Isabel,2512309,0.4513017805568413
-37.15,-7.7,Prata,2512200,0.31456820021798126
-37.1,-7.7,Prata,2512200,0.30724122738061765
-37.05,-7.7,Prata,2512200,0.3007726530048901
-37.0,-7.7,Sumé,2516300,0.28847175073504505
